Course,Course Title,Class Section Availability,Course Start/End Date,Credits,Schedule,Instructor,Class Type,Delivery Method,Course Attribute,Class Comments,Avail Seats:,Course Schedule
MET435,Advanced Manufacturing Systems I,21,8/18/2025 to 12/3/2025,3,MW 1:00PM - 2:15PM,"Albright,Paul",,On Campus,Fall Only,11/14/2025,5 of 18,Click for Details
MTH123,Technical Algebra & Trigonometry I,41,8/18/2025 to 12/3/2025,3,MW 5:00PM - 6:45PM,"Vander Vere,Curt",,On Campus,NA,W/D 11/14/2025,14 of 22,Click for Details
PTA220,Therapeutic Exercise,1,8/18/2025 to 12/1/2025,3,M 8:00AM - 9:45AM,"Breon,Autumn",,On Campus,Fall Only,11/14/2025,2 of 11,Click for Details
FYE101,First Year Experience,17 VET,8/19/2025 to 12/2/2025,1,T 6:00AM - 7:45AM,"Beaver,Chet",,On Campus,NA,11/14/2025,1 of 1,Click for Details
MTH123,Technical Algebra & Trigonometry I,43,8/19/2025 to 12/4/2025,3,TR 5:00PM - 6:45PM,"Kulpon,Mary",,On Campus,NA,11/14/2025,9 of 22,Click for Details
EET494,Senior Project Design,41,8/21/2025 to 12/4/2025,1,R 4:30PM - 5:20PM,"Fedor,Christopher",,On Campus,Fall Only,11/14/2025,1 of 14,Click for Details
MKT240,Principles of Marketing,41,8/18/2025 to 12/1/2025,3,M 5:00PM - 7:45PM,"Moff,Steven",,On Campus,NA,W/D 11/14/2025,9 of 20,Click for Details
FIT120,Introduction to Fitness Principles,21,8/19/2025 to 12/2/2025,1,T 12:00PM - 12:50PM,"Arrigonie,John",,On Campus,NA,W/D 11/14/25,13 of 18,Click for Details
EET145L##,Networking I Lab,21,8/19/2025 to 12/4/2025,0,TR 2:00PM - 3:15PM,"Crossen,John",,On Campus,NA,11/14/2025,14 of 22,Click for Details
CSC124,"Information, Technology & Society",26,8/19/2025 to 12/4/2025,3,TR 12:30PM - 1:45PM,"Budnovitch,Michele",,On Campus,NA,11/14/2025,0 of 24,Click for Details
EET312L##,Equipment Installation & Commissioning Lab,1,8/18/2025 to 12/3/2025,0,MW 9:00AM - 10:15AM,"Sarge,Clark",,On Campus,NA,11/14/2025,0 of 17,Click for Details
PHL210,Ethics,1,8/18/2025 to 12/3/2025,3,MW 11:00AM - 12:15PM,"Vetock,Jeffrey",,On Campus,NA,W/D 11/14/2025,12 of 25,Click for Details
HRT102,Horticulture Equipment Operation & Safety,1,8/19/2025 to 12/2/2025,1,T 12:00PM - 2:45PM,"Dincher,Michael",,On Campus,Fall Only,WD 11/14/2025,6 of 14,Click for Details
ACH112,Architectural History,22,8/18/2025 to 12/3/2025,3,MW 12:30PM - 2:45PM,"Brooks,Daniel",,On Campus,NA,11/14/2025,4 of 20,Click for Details
MSC106,Introduction to Metallurgy,42,8/18/2025 to 12/3/2025,4,MW 5:00PM - 6:15PM...,"Account,Test",,On Campus,NA,11/14/2025,0 of 20,Click for Details
BEM311,Technological Elements of Emergency Management,21,8/18/2025 to 12/3/2025,3,MW 2:00PM - 3:15PM,"Schlosser,William",,On Campus,Fall Only,W/D 11/14/2025,15 of 20,Click for Details
QAL241,Non-Destructive Testing I,25,8/19/2025 to 12/4/2025,3,TR 5:00PM - 7:15PM,"Nau,Michael",,On Campus,NA,withdrawal date 11/14/25,0 of 15,Click for Details
BHV316,Heating & Cooling System Configurations,1,8/18/2025 to 12/3/2025,3,MW 9:00AM - 11:15AM,"Kishbaugh,Bradley",,On Campus,Fall Only,11/14/2025,-2 of 18,Click for Details
PHO150,Digital Photography,1,8/19/2025 to 12/4/2025,3,TR 8:00AM - 10:15AM,"Yoder,Joanna",,On Campus,NA,W/D 11/14/2025,0 of 18,Click for Details
ENL111,English Composition I,13,8/18/2025 to 12/5/2025,3,MWF 10:00AM - 10:50AM,"Martin,Jeremy",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 23,Click for Details
DSM155,Powertrain & Brake Systems Lab,1,8/18/2025 to 12/5/2025,4,F 8:00AM - 11:45AM...,"Weaver,Christopher",,On Campus,NA,WD 11/14/2025,1 of 22,Click for Details
ENL201,Technical & Professional Communication,93,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Davner,Aliza",,Distance Learning,NA,W/D 11/14/2025,0 of 24,Click for Details
NUR494,Research & Theory in Clinical Practice,98,8/18/2025 to 12/5/2025,3,M 8:30AM - 11:15AM,"Account,Test",,Hybrid,NA,"11/14/25
Restricted to BGN major
Webcam required for exam proctoring
May require identity verification fees
25% instruction via distance",0 of 20,Click for Details
ELT100,Topics of Construction Safety,2,8/18/2025 to 12/3/2025,3,MW 11:30AM - 12:45PM,"Newcomer,Eric",,On Campus,NA,11/14/2025,13 of 24,Click for Details
WEL141,Introduction to Welding Inspection,21,8/18/2025 to 12/3/2025,3,MW 2:00PM - 4:15PM,"Frontz,Tyler",,On Campus,NA,withdrawal date 11/14/25,9 of 15,Click for Details
SPC201,Interpersonal Communication,21,8/19/2025 to 12/4/2025,3,TR 12:30PM - 1:45PM,"Stetter,Robin",,On Campus,NA,W/D 11/14/2025,0 of 20,Click for Details
WEL216,Advanced Shielded Metal Arc Welding,2,8/18/2025 to 10/9/2025,4,TR 7:00AM - 7:50AM...,"Colton,James",,On Campus,Fall Only,withdraw date 9/30/2025,1 of 15,Click for Details
NUR214L##,Adult Medical-Surgical Nursing II Lab,2,8/27/2025 to 11/12/2025,0,W 6:30AM - 2:15PM,"Account,Test",,Off Campus,NA,"10/29/2025
Requires Associated Class NUR214 		
Lab restricted to lecture section 01 		
Health/nursing requirements needed
See grid for details
Additional times to be arranged
Times may vary by site
Transportation needed",0 of 8,Click for Details
RAD220,Radiographic Anatomy & Positioning III,1,8/20/2025 to 12/3/2025,2.5,W 10:00AM - 11:45AM,"Cao,Qiang",,On Campus,Fall Only,11/14/2025,2 of 29,Click for Details
ACH111,Architectural Graphics,1,8/19/2025 to 12/4/2025,3,TR 8:00AM - 11:15AM,"Demmien,Kara",,On Campus,Fall Only,11/14/2025,0 of 15,Click for Details
PPT373,Polymer Formulation Lab,1,8/21/2025 to 12/4/2025,1,R 8:00AM - 10:45AM,"Barilla,Adam",,On Campus,Fall Only,withdrawal date 11/14/25,11 of 14,Click for Details
RST185,Automotive Upholstery,21,8/18/2025 to 12/3/2025,3,MW 2:30PM - 3:20PM...,"Holley,Christopher",,On Campus,NA,11/14/2025,2 of 5,Click for Details
ABC209,Collision-Related Mechanical Principles,1,8/21/2025 to 12/5/2025,2,RF 11:00AM - 11:50AM,"Bruckhart,Loren",,On Campus,Fall Only,11/14/2025,8 of 18,Click for Details
ACH261,Architectural Design Studio II,22,8/18/2025 to 12/3/2025,3,MW 12:30PM - 2:45PM,"Diehl,Emily",,On Campus,Fall Only,11/14/2025,1 of 12,Click for Details
NUR291L##,LPN-RN Adult Medical-Surgical Nursing III,70,8/23/2025 to 12/6/2025,0,S 6:30AM - 3:15PM,"Account,Test",,Off Campus,NA,"11/14/25
Requires Associated Class NUR291		
Lab restricted to lecture section 90 		
Restricted to NL/NLD major
Health/nursing requirements needed
See clinical grid for details
Additional times to be arranged
Times may vary by site
Transportation needed",5 of 18,Click for Details
FYE101,First Year Experience,50 BB/BK,8/19/2025 to 12/2/2025,1,T 6:30PM - 8:15PM,"Keeley,Todd",,On Campus,NA,11/14/2025,9 of 24,Click for Details
CIT180,Introduction to Database,21,8/19/2025 to 12/4/2025,3,TR 12:30PM - 1:45PM,"Krepshaw,Robert",,On Campus,NA,11/14/2025,17 of 22,Click for Details
SCI100,Environmental Science,91,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Cooley,Rob",,Distance Learning,NA,W/D 11/14/2025,0 of 20,Click for Details
ELT111,Direct Current Fundamentals,1,8/18/2025 to 12/3/2025,5,MW 11:30AM - 1:15PM...,"Hart,Jon",,On Campus,NA,11/14/2025,0 of 15,Click for Details
WEL209,Advanced Semi-Automatic Processes,42,8/18/2025 to 10/9/2025,4,TR 5:00PM - 5:50PM...,"Frontz,Tyler",,On Campus,Fall Only,withdraw date 9/30/2025,12 of 15,Click for Details
ART107,Visual Literacy for Designers,21,8/18/2025 to 12/3/2025,3,MW 2:00PM - 4:15PM,"Anderson,Kathryn",,On Campus,Fall Only,W/D 11/14/2025,9 of 15,Click for Details
ACC123,Introduction to Managerial Accounting,41,8/18/2025 to 12/3/2025,3,MW 5:00PM - 6:15PM,"Lukpetris,Sylvia",,On Campus,NA,W/D 11/14/2025,5 of 18,Click for Details
BCT110,Site Preparation & Layout,3,8/19/2025 to 12/4/2025,2,TR 10:30AM - 11:20AM...,"Jennings,Darin",,On Campus,NA,11/14/2025,0 of 18,Click for Details
ANT113,Introduction to Cultural Anthropology,1,8/19/2025 to 12/4/2025,3,TR 9:30AM - 10:45AM,"Cooley,Rob",,On Campus,NA,W/D 11/14/2025,23 of 25,Click for Details
HSJ223,"Assessment, Case Management & Crisis Intervention",21,8/19/2025 to 12/4/2025,3,TR 12:30PM - 1:45PM,"Moore,Sarah",,On Campus,NA,W/D 11/14/2025,4 of 20,Click for Details
FOR210,Lumber Manufacturing,2,8/19/2025 to 12/4/2025,3,TR 8:00AM - 8:50AM...,"Bartron,Dustin",,On Campus,NA,W/D 11/14/25,0 of 8,Click for Details
SPC102,Fundamentals of Small Group Communication,21,8/18/2025 to 12/3/2025,3,MW 12:30PM - 1:45PM,"Stetter,Robin",,On Campus,NA,W/D 11/14/2025,0 of 20,Click for Details
AMT122,Engine Principles,3,9/15/2025 to 10/10/2025,3,TR 9:00AM - 9:50AM...,"Pruden,Eric",,On Campus,NA,10/6/2025,0 of 19,Click for Details
NUR213L##,LPN-RN Role Transition & Medical - Surgical Nursing I Lab,2,9/5/2025 to 11/21/2025,0,F 6:30AM - 2:15PM,"Account,Test",,Off Campus,NA,"11/05/2025
Requires Associated Class NUR213-90	
Restricted to NL/NLD major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",7 of 7,Click for Details
MTH005,Elementary Algebra I,6,8/18/2025 to 12/4/2025,3,MW 8:00AM - 8:50AM...,"Schwanger,Tiffany",,On Campus,NA,W/D 11/14/2025,0 of 22,Click for Details
NUR213L##,LPN-RN Role Transition & Medical - Surgical Nursing I Lab,3,9/5/2025 to 11/21/2025,0,F 6:30AM - 2:15PM,"Account,Test",,Off Campus,NA,"11/05/2025
Requires Associated Class NUR213-90	
Restricted to NL/NLD major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",8 of 8,Click for Details
HRT260,The Art of Floral Design,1,8/19/2025 to 12/4/2025,3,T 8:00AM - 9:45AM...,"Ruhl,Karen",,On Campus,NA,WD  11/14/2025,6 of 14,Click for Details
PAS572,Concepts in Physician Assistant Practice,1,8/20/2025 to 12/3/2025,2,W 1:00PM - 2:45PM,"Kavanagh,Kimberly",,On Campus,Fall Only,11/14/2025,5 of 30,Click for Details
CSC299R,Introduction to Artificial Intelligence (AI),1,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Crossen,John",,Distance Learning,NA,11/14/2025,3 of 20,Click for Details
FYE101,First Year Experience,55 ET,8/18/2025 to 12/3/2025,1,MW 5:00PM - 5:50PM,"Kern,Kyle",,On Campus,NA,11/14/2025,2 of 24,Click for Details
ENL105##,English Composition I Lab,41,8/19/2025 to 12/4/2025,0,TR 4:00PM - 4:50PM,"Davner,Aliza",,On Campus,NA,W/D 11/14/2025,16 of 16,Click for Details
NUR615,Assessment & Evaluation in Nursing Education,90,8/18/2025 to 10/10/2025,3,No scheduled meetings,"Account,Test",,Distance Learning,NA,"9/30/25
Webcam required for exam proctoring
May require identity verification fees
100% instruction via distance 
Times to be arranged",2 of 5,Click for Details
HEO211,Bulldozer & Track Loader Operation,1,8/18/2025 to 12/1/2025,3,M 7:00AM - 3:45PM,"Welshans,Seth",,On Campus,NA,WD 11/14/2025,3 of 18,Click for Details
FYE101,First Year Experience,31 DG,8/20/2025 to 12/3/2025,1,W 2:00PM - 3:45PM,"Smith,Drew",,On Campus,NA,11/14/2025,12 of 24,Click for Details
HSJ263,Criminal Justice,21,8/18/2025 to 12/3/2025,3,MW 2:00PM - 3:15PM,"Alberti,Susan",,On Campus,NA,W/D 11/14/2025,0 of 24,Click for Details
MTH340,Calculus III,1,8/18/2025 to 12/4/2025,4,MW 11:00AM - 11:50AM...,"Win,Rivka",,On Campus,Fall Only,W/D 11/14/2025,9 of 20,Click for Details
PHA646,Women's Health Clinical Experience,2,9/22/2025 to 10/31/2025,4,No scheduled meetings,"Mix,Cheressa",,Off Campus,NA,"October 23, 2025
Callback dates 10/30/2025 &10/31/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",3 of 5,Click for Details
CIT180,Introduction to Database,22,8/19/2025 to 12/4/2025,3,TR 2:00PM - 3:15PM,"Krepshaw,Robert",,On Campus,NA,11/14/2025,8 of 22,Click for Details
RAD105,Radiography Practicum I,2,8/18/2025 to 12/5/2025,1,MF 8:00AM - 3:45PM,"Reed,Lauren",,Off Campus,Fall Only,"11/14/2025
Clinic times vary by site, to include days and occasional nights & weekends.
Transportation needed.",8 of 10,Click for Details
MTH005,Elementary Algebra I,43,8/18/2025 to 12/4/2025,3,WR 6:30PM - 7:45PM...,"Account,Test",,On Campus,NA,W/D 11/14/2025,0 of 21,Click for Details
ECO112,Principles of Microeconomics,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Baumgardner,Gerald",,Distance Learning,NA,W/D 11/14/2025,2 of 25,Click for Details
EET209,Systems Troubleshooting Applications,21,8/18/2025 to 12/3/2025,1,MW 1:30PM - 2:45PM,"Sarge,Clark",,On Campus,Fall Only,11/14/2025,0 of 13,Click for Details
PSY111,General Psychology,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Wahl,Jennifer",,Distance Learning,NA,W/D 11/14/2025,0 of 25,Click for Details
ELT246,Electrical Machinery Analysis,1,8/18/2025 to 12/3/2025,3,MW 8:00AM - 8:50AM...,"Counterman,Arthur",,On Campus,NA,11/14/2025,9 of 15,Click for Details
ELT100,Topics of Construction Safety,1,8/19/2025 to 12/4/2025,3,TR 8:00AM - 9:15AM,"Anstadt,Eric",,On Campus,NA,11/14/2025,0 of 24,Click for Details
PAS647,Pediatrics Clinical Experience,3,11/3/2025 to 12/12/2025,4,No scheduled meetings,"Kavanagh,Kimberly",,Off Campus,NA,"December 4, 2025
Callback dates 12/11/2025 &12/12/2025, Health/Nursing requirements needed, May require identity verification fees, May require housing, Times may vary by site, Transportation needed",3 of 5,Click for Details
NUR272L##,Psychosocial Nursing Lab,70,8/23/2025 to 9/20/2025,0,S 6:30AM - 3:15PM,"Account,Test",,Off Campus,NA,"9/12/2025
Requires Associated Class NUR272-90	
Restricted to NL/NLD major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",9 of 23,Click for Details
MTH123,Technical Algebra & Trigonometry I,5,8/19/2025 to 12/4/2025,3,TR 9:00AM - 10:45AM,"Haines,Evonne",,On Campus,NA,W/D 11/14/2025,8 of 22,Click for Details
HSJ425,"Police, Race & Deadly Force Encounters: A Case Study Approach",21,8/18/2025 to 12/1/2025,3,M 12:30PM - 3:15PM,"Bjorkman,David",,On Campus,NA,W/D 11/14/2025,13 of 20,Click for Details
PSY111,General Psychology,22,8/19/2025 to 12/4/2025,3,TR 2:00PM - 3:15PM,"Dickey,Dawn",,On Campus,NA,W/D 11/14/2025,0 of 25,Click for Details
HSJ410,Special Population in Human Services,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Moore,Sarah",,Distance Learning,NA,W/D 11/14/2025,4 of 20,Click for Details
NUR270L##,Childbearing Nursing Lab,2,8/21/2025 to 9/25/2025,0,R 6:30AM - 1:15PM,"Account,Test",,Off Campus,NA,"9/15/2025
Requires Associated Class NUR270 		
Lab restricted to lecture section 01		
Health/nursing requirements needed
See clinical grid for details
Additional times to be arranged
Times may vary by site
Transportation needed",2 of 8,Click for Details
ECO112,Principles of Microeconomics,41,8/19/2025 to 12/2/2025,3,T 5:00PM - 7:45PM,"Baumgardner,Gerald",,On Campus,NA,W/D 11/14/2025,14 of 25,Click for Details
MTH181,College Algebra & Trigonometry I,23,8/18/2025 to 12/3/2025,3,MW 1:00PM - 2:45PM,"Trick,Nathan",,On Campus,NA,W/D 11/14/2025,12 of 25,Click for Details
MTH159,Statistics for Health and Behavioral Sciences,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Win,Rivka",,Distance Learning,NA,W/D 11/14/2025,0 of 27,Click for Details
EET445,Advanced Automation Software,1,8/19/2025 to 12/4/2025,3,TR 11:30AM - 1:45PM,"Moser,Randall",,On Campus,NA,11/14/2025,-4 of 15,Click for Details
WEL103,Welding for NDT I,41,8/18/2025 to 12/3/2025,3,M 5:00PM - 5:50PM...,"Account,Test",,On Campus,NA,withdrawal date 11/14/25,9 of 15,Click for Details
WEL119,Shielded Metal Arc Welding,22,8/18/2025 to 10/10/2025,4,TR 12:00PM - 12:50PM...,"Holland,Jacob",,On Campus,Fall Only,withdraw date 9/30/25,0 of 15,Click for Details
ECO111,Principles of Macroeconomics,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Bergan,Nicholas",,Distance Learning,NA,W/D 11/14/2025,0 of 25,Click for Details
BSD420,Renewable Energy Technologies,2,8/19/2025 to 12/4/2025,3,TR 1:00PM - 3:15PM,"Gerring,Dorothy",,On Campus,Fall Only,11/14/2025,0 of 13,Click for Details
NUR330L##,Obstetrical Nursing Lab,4,8/22/2025 to 11/21/2025,0,F 6:30AM - 2:15PM,"Account,Test",,Off Campus,NA,"10/31/2025
Requires Associated Class NUR330-01	
Restricted to BGN major
Health/nursing requirements needed
See clinical grid for details
Times may vary by site
Transportation needed
Additional times to be arranged",0 of 7,Click for Details
AMT111,Manual Transmission & Transaxle Principles,3,10/13/2025 to 11/7/2025,3,F 8:00AM - 8:50AM...,"Trapani,Christopher",,On Campus,NA,11/3/2025,0 of 17,Click for Details
DSM287,Heavy Construction Vehicle Laboratory,2,8/21/2025 to 12/4/2025,1,R 12:00PM - 2:45PM,"Weaver,Christopher",,On Campus,NA,WD 11/14/2025,0 of 14,Click for Details
FYE101,First Year Experience,58 ET,8/19/2025 to 12/4/2025,1,TR 5:00PM - 5:50PM,"Saka,Tuna",,On Campus,NA,11/14/2025,1 of 24,Click for Details
EET116,Electronic Circuits & Devices I,1,8/18/2025 to 12/5/2025,5,MWF 9:00AM - 9:50AM...,"Tombasco,Mario",,On Campus,NA,11/14/2025,1 of 14,Click for Details
FHD228,Beverage Management & Service Applications,21,8/18/2025 to 12/1/2025,3,M 2:00PM - 3:45PM...,"Ott,Ronald",,On Campus,NA,"W/D 11/14/2025 
Other lab times to be determined by instructor and students.",7 of 16,Click for Details
ART180,Drawing,3,8/18/2025 to 12/3/2025,3,MW 11:00AM - 1:15PM,"Yoder,Joanna",,On Campus,NA,W/D 11/14/2025,0 of 18,Click for Details
WEL400,Fabrication of Alloys,1,8/19/2025 to 12/4/2025,3,TR 9:30AM - 11:45AM,"Tanner,James",,On Campus,Fall Only,withdraw date 11/14/25,0 of 15,Click for Details
HIS116,World History I,21,8/18/2025 to 12/3/2025,3,MW 2:00PM - 3:15PM,"Chappo,John",,On Campus,Fall Only,W/D 11/14/2025,0 of 25,Click for Details
AVC316,Avionics & Radio Communication Applications,1,8/19/2025 to 12/4/2025,1,TR 10:00AM - 11:15AM,"Krepps,Matthew",,On Campus,Fall Only,11/14/2025,0 of 10,Click for Details
NUR214,Adult Medical-Surgical Nursing II,1,8/18/2025 to 12/5/2025,5,MF 9:00AM - 10:15AM,"Account,Test",,On Campus,NA,"11/14/25
Requires associated class NUR214L
Webcam required for exam proctoring
May require identity verification fees",0 of 23,Click for Details
BSD432,Architectural Design Studio VI,22,8/18/2025 to 12/5/2025,5,F 1:00PM - 3:45PM...,"Jabbour,Naim",,On Campus,Fall Only,11/14/2025,0 of 13,Click for Details
PPT450,Mold & Die Design,1,8/19/2025 to 12/4/2025,3,TR 11:00AM - 12:15PM,"Barilla,Adam",,On Campus,Fall Only,withdrawal date 11/14/25,7 of 14,Click for Details
ELT120,Construction Lab II-Commercial,21,8/18/2025 to 12/3/2025,5,MW 1:00PM - 2:15PM...,"Morse,Darrin",,On Campus,NA,11/14/2025,-1 of 15,Click for Details
AMT266,Engine Repair,4,10/13/2025 to 12/11/2025,4,MTW 9:00AM - 9:50AM...,"Vlacich,Robert",,On Campus,NA,12/2/2025,13 of 16,Click for Details
ACH135,Architectural Computer-Aided Drafting,21,8/20/2025 to 12/5/2025,3,WF 12:30PM - 2:45PM,"Saka,Tuna",,On Campus,Fall Only,11/14/2025,0 of 15,Click for Details
AMT104,Hybrid Electric Vehicle,21,8/18/2025 to 12/1/2025,1,M 2:00PM - 2:50PM,"Pruden,Eric",,On Campus,NA,11/14/2025,6 of 22,Click for Details
ENL111,English Composition I,6,8/19/2025 to 12/4/2025,3,TR 11:00AM - 12:15PM,"Myers,Shelley",,On Campus,ENL111 Summer Discount,W/D 11/14/2025,0 of 23,Click for Details
DSG328,Parametric Modeling & FEA Applications for Welders,21,8/18/2025 to 12/3/2025,3,MW 2:30PM - 4:45PM,"Marconnet,Alex",,On Campus,NA,11/14/2025,0 of 18,Click for Details
PLH220,Mechanical Estimating,1,8/18/2025 to 12/3/2025,3,MW 9:00AM - 9:50AM...,"Watkins,Pat",,On Campus,NA,11/14/2025,-3 of 16,Click for Details
ART411,Branding,1,8/19/2025 to 12/4/2025,3,TR 11:00AM - 1:15PM,"Stephenson,Nicholas; True, Brian",,On Campus,Fall Only,W/D 11/14/2025,1 of 19,Click for Details
CIT281,Secure Database Development,21,8/19/2025 to 12/4/2025,3,TR 12:30PM - 1:45PM,"Cheskiewicz,Stephen",,On Campus,NA,11/14/2025,7 of 18,Click for Details
NUR271,Nursing Care of Children,1,8/22/2025 to 12/5/2025,3,F 11:00AM - 12:45PM,"Account,Test",,On Campus,NA,"11/14/25
Restricted to NR majors
May require identity verification fees
Requires Associated Class NUR270L		
Webcam required for exam proctoring",0 of 23,Click for Details
BIO320,Immunology,1,8/19/2025 to 12/4/2025,3,TR 8:00AM - 9:15AM,"Miller,Tammy",,On Campus,Fall Only,W/D 11/14/25,14 of 24,Click for Details
HRT142,Introduction to Plant Propagation,1,8/18/2025 to 12/3/2025,3,MW 11:00AM - 11:50AM,"Shelinski,Justin",,On Campus,Fall Only,WD 11/14/2025,12 of 25,Click for Details
BCT308,Residential Management II,1,8/19/2025 to 12/4/2025,2,TR 2:30PM - 3:20PM,"Kruppenbacher,Peter",,On Campus,NA,11/14/2025,11 of 18,Click for Details
CIT240,Introduction to UNIX/Linux,22,8/18/2025 to 12/3/2025,3,MW 3:30PM - 4:45PM,"Account,Test",,On Campus,NA,11/14/2025,16 of 22,Click for Details
DSG327,3D Rendering & Animation,98,8/20/2025 to 12/3/2025,3,W 8:00AM - 10:15AM,"Schreck,Shane",,Hybrid,Fall Only,"11/14/2025
50% in person, 50% distance",1 of 14,Click for Details
HTH346,Psychosocial Issues in Healthcare,90,8/18/2025 to 12/12/2025,3,No scheduled meetings,"Evans,Tina",,Distance Learning,NA,"W/D 11/14/25 
Times to be arranged. May require identity verification fees. 100% of instruction via distance.",14 of 22,Click for Details
